,Commodity,Date,Weighted Avg Price,Spring,Summer,Fall,Winter,Commodity Type
1100,ORANGES VALENCIA,7/26/2019,0.47,No,No,No,Yes,Fruit
1101,ORANGES NAVEL,7/26/2019,0.88,No,No,No,Yes,Fruit
1415,GRAPES RED SEEDLESS,7/26/2019,2.55,No,No,Yes,No,Fruit
2550,CHERRIES RAINIER,7/26/2019,5.93,No,Yes,No,No,Fruit
859,TOMATOES VINE RIPES,7/26/2019,2.49,No,Yes,No,No,Fruit
1168,LIMES  ,7/26/2019,0.45,Yes,Yes,Yes,Yes,Fruit
856,TOMATOES  ,7/26/2019,1.7,No,Yes,No,No,Fruit
857,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/26/2019,3.92,No,Yes,No,No,Fruit
858,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/26/2019,4.26,No,Yes,No,No,Fruit
64,CUCUMBERS LONG SEEDLESS,7/5/2019,0.49,No,Yes,No,No,Vegetable
1169,LIMES  ,7/5/2019,0.48,Yes,Yes,Yes,Yes,Fruit
985,ASPARAGUS GREEN,7/5/2019,2.26,Yes,No,No,No,Vegetable
1592,PEACHES VARIOUS WHITE FLESH VARIETIES,7/5/2019,2.99,No,Yes,No,No,Fruit
1593,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/5/2019,1.24,No,Yes,No,No,Fruit
636,TOMATILLOS  ,7/5/2019,0.61,No,Yes,No,No,Fruit
1594,PEACHES VARIOUS YELLOW FLESH VARIETIES,7/5/2019,2.92,No,Yes,No,No,Fruit
2438,APPLES GALA,7/5/2019,0.95,Yes,Yes,Yes,Yes,Fruit
2439,APPLES GALA,7/5/2019,1.48,Yes,Yes,Yes,Yes,Fruit
2440,APPLES GRANNY SMITH,7/5/2019,0.79,Yes,Yes,Yes,Yes,Fruit
2441,APPLES PINK LADY/CRIPPS PINK,7/5/2019,0.71,Yes,Yes,Yes,Yes,Fruit
2442,APPLES FUJI,7/5/2019,0.86,Yes,Yes,Yes,Yes,Fruit
2443,APPLES RED DELICIOUS,7/5/2019,0.59,Yes,Yes,Yes,Yes,Fruit
1419,GRAPES WHITE SEEDLESS TYPE,7/5/2019,3.06,No,No,Yes,No,Fruit
1420,GRAPES RED SEEDLESS,7/5/2019,3.04,No,No,Yes,No,Fruit
1595,PEACHES VARIOUS WHITE FLESH VARIETIES,7/5/2019,1.67,No,Yes,No,No,Fruit
1421,GRAPES RED SEEDLESS,7/5/2019,1.45,No,No,Yes,No,Fruit
1423,GRAPES WHITE SEEDLESS TYPE,7/5/2019,1.51,No,No,Yes,No,Fruit
523,CABBAGE ROUND GREEN TYPE,7/5/2019,0.39,Yes,No,Yes,Yes,Vegetable
374,CARROTS  ,7/5/2019,0.39,Yes,Yes,Yes,Yes,Vegetable
446,CAULIFLOWER  ,7/5/2019,0.96,No,No,Yes,No,Vegetable
1223,LEMONS  ,7/5/2019,0.49,Yes,Yes,Yes,Yes,Fruit
2682,MUSHROOMS PORTOBELLA,7/5/2019,4.99,Yes,No,Yes,No,Vegetable
1422,GRAPES BLACK SEEDLESS,7/5/2019,0.93,No,No,Yes,No,Fruit
1521,GRAPEFRUIT RED,7/5/2019,0.99,No,No,No,Yes,Fruit
864,TOMATOES VINE RIPES,7/5/2019,0.99,No,Yes,No,No,Fruit
1103,ORANGES NAVEL,7/5/2019,0.75,No,No,No,Yes,Fruit
1102,ORANGES VALENCIA,7/5/2019,0.39,No,No,No,Yes,Fruit
323,BRUSSELS SPROUTS  ,7/5/2019,2.49,No,No,Yes,Yes,Vegetable
258,BROCCOLI CROWN CUT,7/5/2019,2.49,Yes,No,Yes,No,Vegetable
861,TOMATOES  ,7/5/2019,0.95,No,Yes,No,No,Fruit
862,TOMATOES  ,7/5/2019,2.78,No,Yes,No,No,Fruit
1522,GRAPEFRUIT RED,7/5/2019,0.5,No,No,No,Yes,Fruit
257,BROCCOLI  ,7/5/2019,1.34,Yes,No,Yes,No,Vegetable
256,BROCCOLI  ,7/5/2019,0.86,Yes,No,Yes,No,Vegetable
863,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,7/5/2019,3.02,No,Yes,No,No,Fruit
865,TOMATOES VINE RIPES,7/5/2019,1.05,No,Yes,No,No,Fruit
866,"TOMATOES VINE RIPES, ON THE VINE",7/5/2019,1.77,No,Yes,No,No,Fruit
867,"TOMATOES VINE RIPES, ON THE VINE",7/5/2019,1.48,No,Yes,No,No,Fruit
1104,ORANGES VALENCIA,7/5/2019,0.99,No,No,No,Yes,Fruit
2667,APRICOTS  ,7/5/2019,3.99,Yes,Yes,No,No,Fruit
1670,PLUMS INTERSPECIFIC TYPE,7/5/2019,2.99,No,Yes,No,No,Fruit
1671,PLUMS  ,7/5/2019,1.91,No,Yes,No,No,Fruit
1672,PLUMS  ,7/5/2019,1.14,No,Yes,No,No,Fruit
2632,BANANAS  ,7/5/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1758,PINEAPPLES  ,7/5/2019,0.53,Yes,No,Yes,Yes,Fruit
2554,CHERRIES RED VARIETIES,7/5/2019,1.96,No,Yes,No,No,Fruit
2553,CHERRIES RAINIER,7/5/2019,4.99,No,Yes,No,No,Fruit
2556,CHERRIES RAINIER,7/5/2019,3.5,No,Yes,No,No,Fruit
2666,APRICOTS  ,7/5/2019,1.89,Yes,Yes,No,No,Fruit
2555,CHERRIES RED VARIETIES,7/5/2019,3.12,No,Yes,No,No,Fruit
1950,PEARS BARTLETT,7/5/2019,1.49,No,No,Yes,Yes,Fruit
1105,ORANGES VALENCIA,8/16/2019,0.4,No,No,No,Yes,Fruit
986,ASPARAGUS GREEN,8/16/2019,1.66,Yes,No,No,No,Vegetable
447,CAULIFLOWER  ,8/16/2019,1.41,No,No,Yes,No,Vegetable
448,CAULIFLOWER  ,8/16/2019,1.88,No,No,Yes,No,Vegetable
1597,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/16/2019,1.53,No,Yes,No,No,Fruit
1598,PEACHES VARIOUS WHITE FLESH VARIETIES,8/16/2019,1.35,No,Yes,No,No,Fruit
1224,LEMONS  ,8/16/2019,0.79,Yes,Yes,Yes,Yes,Fruit
1596,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/16/2019,2.27,No,Yes,No,No,Fruit
1430,GRAPES RED SEEDLESS,8/16/2019,2.49,No,No,Yes,No,Fruit
1106,ORANGES NAVEL,8/16/2019,1.16,No,No,No,Yes,Fruit
324,BRUSSELS SPROUTS  ,8/16/2019,1.53,No,No,Yes,Yes,Vegetable
375,CARROTS  ,8/16/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
1599,PEACHES VARIOUS WHITE FLESH VARIETIES,8/16/2019,2.99,No,Yes,No,No,Fruit
2702,CELERY  ,8/16/2019,0.99,Yes,Yes,Yes,Yes,Vegetable
1951,PEARS BARTLETT,8/16/2019,1.15,No,No,Yes,Yes,Fruit
1676,PLUMS  ,8/16/2019,1.6,No,Yes,No,No,Fruit
1953,PEARS BOSC,8/16/2019,1.26,No,No,Yes,Yes,Fruit
1675,PLUMS  ,8/16/2019,2.08,No,Yes,No,No,Fruit
1674,PLUMS INTERSPECIFIC TYPE,8/16/2019,2.04,No,Yes,No,No,Fruit
1673,PLUMS INTERSPECIFIC TYPE,8/16/2019,3.99,No,Yes,No,No,Fruit
1424,GRAPES WHITE SEEDLESS TYPE,8/16/2019,2.49,No,No,Yes,No,Fruit
1425,GRAPES WHITE SEEDLESS TYPE,8/16/2019,1.51,No,No,Yes,No,Fruit
1426,GRAPES RED SEEDLESS,8/16/2019,1.57,No,No,Yes,No,Fruit
65,CUCUMBERS LONG SEEDLESS,8/16/2019,0.79,No,Yes,No,No,Vegetable
66,CUCUMBERS  ,8/16/2019,1.19,No,Yes,No,No,Vegetable
2683,MUSHROOMS PORTOBELLA,8/16/2019,6.99,Yes,No,Yes,No,Vegetable
1427,GRAPES RED GLOBE,8/16/2019,1.5,No,No,Yes,No,Fruit
1428,GRAPES BLACK SEEDLESS,8/16/2019,1.98,No,No,Yes,No,Fruit
1429,GRAPES BLACK SEEDLESS,8/16/2019,1.58,No,No,Yes,No,Fruit
1952,PEARS BARTLETT,8/16/2019,2.28,No,No,Yes,Yes,Fruit
1170,LIMES  ,8/16/2019,0.58,Yes,Yes,Yes,Yes,Fruit
2450,APPLES FUJI,8/16/2019,0.83,Yes,Yes,Yes,Yes,Fruit
2447,APPLES GALA,8/16/2019,1.81,Yes,Yes,Yes,Yes,Fruit
2446,APPLES GRANNY SMITH,8/16/2019,0.42,Yes,Yes,Yes,Yes,Fruit
2445,APPLES PINK LADY/CRIPPS PINK,8/16/2019,1.29,Yes,Yes,Yes,Yes,Fruit
2444,APPLES RED DELICIOUS,8/16/2019,1.29,Yes,Yes,Yes,Yes,Fruit
637,TOMATILLOS  ,8/16/2019,0.5,No,Yes,No,No,Fruit
875,TOMATOES  ,8/16/2019,1.0,No,Yes,No,No,Fruit
874,TOMATOES  ,8/16/2019,2.49,No,Yes,No,No,Fruit
873,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/16/2019,3.99,No,Yes,No,No,Fruit
872,TOMATOES VINE RIPES,8/16/2019,0.99,No,Yes,No,No,Fruit
871,TOMATOES VINE RIPES,8/16/2019,0.72,No,Yes,No,No,Fruit
870,"TOMATOES VINE RIPES, ON THE VINE",8/16/2019,1.8,No,Yes,No,No,Fruit
869,"TOMATOES VINE RIPES, ON THE VINE",8/16/2019,1.53,No,Yes,No,No,Fruit
868,TOMATOES VINE RIPES,8/16/2019,2.99,No,Yes,No,No,Fruit
2668,APRICOTS  ,8/16/2019,3.99,Yes,Yes,No,No,Fruit
1523,GRAPEFRUIT RED,8/16/2019,0.33,No,No,No,Yes,Fruit
2634,BANANAS  ,8/16/2019,0.98,Yes,Yes,Yes,Yes,Fruit
2633,BANANAS  ,8/16/2019,0.31,Yes,Yes,Yes,Yes,Fruit
2558,CHERRIES RED VARIETIES,8/16/2019,4.82,No,Yes,No,No,Fruit
2557,CHERRIES RED VARIETIES,8/16/2019,6.99,No,Yes,No,No,Fruit
2448,APPLES GALA,8/16/2019,1.9,Yes,Yes,Yes,Yes,Fruit
2449,APPLES FUJI,8/16/2019,1.99,Yes,Yes,Yes,Yes,Fruit
260,BROCCOLI  ,8/16/2019,1.77,Yes,No,Yes,No,Vegetable
524,CABBAGE ROUND GREEN TYPE,8/16/2019,0.3,Yes,No,Yes,Yes,Vegetable
261,BROCCOLI CROWN CUT,8/16/2019,1.49,Yes,No,Yes,No,Vegetable
259,BROCCOLI  ,8/16/2019,0.99,Yes,No,Yes,No,Vegetable
1679,PLUMS INTERSPECIFIC TYPE,8/2/2019,1.63,No,Yes,No,No,Fruit
1680,PLUMS  ,8/2/2019,1.13,No,Yes,No,No,Fruit
264,BROCCOLI  ,8/2/2019,1.2,Yes,No,Yes,No,Vegetable
876,"TOMATOES VINE RIPES, ON THE VINE",8/2/2019,1.97,No,Yes,No,No,Fruit
325,BRUSSELS SPROUTS  ,8/2/2019,2.08,No,No,Yes,Yes,Vegetable
1431,GRAPES BLACK SEEDLESS,8/2/2019,2.62,No,No,Yes,No,Fruit
877,"TOMATOES VINE RIPES, ON THE VINE",8/2/2019,1.13,No,Yes,No,No,Fruit
878,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/2/2019,4.96,No,Yes,No,No,Fruit
879,TOMATOES  ,8/2/2019,1.05,No,Yes,No,No,Fruit
1432,GRAPES BLACK SEEDLESS,8/2/2019,2.99,No,No,Yes,No,Fruit
881,TOMATOES VINE RIPES,8/2/2019,0.99,No,Yes,No,No,Fruit
638,TOMATILLOS  ,8/2/2019,0.5,No,Yes,No,No,Fruit
1678,PLUMS INTERSPECIFIC TYPE,8/2/2019,2.89,No,Yes,No,No,Fruit
2703,CELERY  ,8/2/2019,0.99,Yes,Yes,Yes,Yes,Vegetable
263,BROCCOLI  ,8/2/2019,1.36,Yes,No,Yes,No,Vegetable
262,BROCCOLI CROWN CUT,8/2/2019,1.48,Yes,No,Yes,No,Vegetable
1759,PINEAPPLES  ,8/2/2019,0.95,Yes,No,Yes,Yes,Fruit
2670,APRICOTS  ,8/2/2019,2.99,Yes,Yes,No,No,Fruit
2669,APRICOTS  ,8/2/2019,2.99,Yes,Yes,No,No,Fruit
1225,LEMONS  ,8/2/2019,0.69,Yes,Yes,Yes,Yes,Fruit
2559,CHERRIES RED VARIETIES,8/2/2019,3.38,No,Yes,No,No,Fruit
2636,BANANAS  ,8/2/2019,1.4,Yes,Yes,Yes,Yes,Fruit
2635,BANANAS  ,8/2/2019,0.51,Yes,Yes,Yes,Yes,Fruit
135,BEETS  ,8/2/2019,0.5,No,Yes,Yes,Yes,Vegetable
1107,ORANGES VALENCIA,8/2/2019,0.4,No,No,No,Yes,Fruit
1108,ORANGES NAVEL,8/2/2019,1.34,No,No,No,Yes,Fruit
1436,GRAPES WHITE SEEDLESS TYPE,8/2/2019,2.92,No,No,Yes,No,Fruit
1171,LIMES  ,8/2/2019,0.54,Yes,Yes,Yes,Yes,Fruit
1677,PLUMS  ,8/2/2019,2.65,No,Yes,No,No,Fruit
450,CAULIFLOWER  ,8/2/2019,1.79,No,No,Yes,No,Vegetable
880,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/2/2019,4.49,No,Yes,No,No,Fruit
525,CABBAGE ROUND GREEN TYPE,8/2/2019,0.4,Yes,No,Yes,Yes,Vegetable
1600,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/2/2019,2.72,No,Yes,No,No,Fruit
1601,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/2/2019,1.65,No,Yes,No,No,Fruit
1602,PEACHES VARIOUS WHITE FLESH VARIETIES,8/2/2019,3.01,No,Yes,No,No,Fruit
1603,PEACHES VARIOUS WHITE FLESH VARIETIES,8/2/2019,1.7,No,Yes,No,No,Fruit
68,CUCUMBERS  ,8/2/2019,0.5,No,Yes,No,No,Vegetable
67,CUCUMBERS LONG SEEDLESS,8/2/2019,0.49,No,Yes,No,No,Vegetable
1955,PEARS BARTLETT,8/2/2019,0.93,No,No,Yes,Yes,Fruit
449,CAULIFLOWER  ,8/2/2019,1.3,No,No,Yes,No,Vegetable
2458,APPLES PINK LADY/CRIPPS PINK,8/2/2019,1.65,Yes,Yes,Yes,Yes,Fruit
2457,APPLES ROME,8/2/2019,0.25,Yes,Yes,Yes,Yes,Fruit
2456,APPLES RED DELICIOUS,8/2/2019,0.79,Yes,Yes,Yes,Yes,Fruit
2455,APPLES HONEYCRISP,8/2/2019,2.47,Yes,Yes,Yes,Yes,Fruit
2454,APPLES GRANNY SMITH,8/2/2019,0.92,Yes,Yes,Yes,Yes,Fruit
1434,GRAPES RED SEEDLESS,8/2/2019,2.92,No,No,Yes,No,Fruit
376,CARROTS  ,8/2/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
2452,APPLES FUJI,8/2/2019,0.91,Yes,Yes,Yes,Yes,Fruit
2451,APPLES BRAEBURN,8/2/2019,0.49,Yes,Yes,Yes,Yes,Fruit
1435,GRAPES WHITE SEEDLESS TYPE,8/2/2019,2.05,No,No,Yes,No,Fruit
1954,PEARS BARTLETT,8/2/2019,1.49,No,No,Yes,Yes,Fruit
2453,APPLES GALA,8/2/2019,1.41,Yes,Yes,Yes,Yes,Fruit
987,ASPARAGUS GREEN,8/2/2019,2.65,Yes,No,No,No,Vegetable
1433,GRAPES RED SEEDLESS,8/2/2019,2.21,No,No,Yes,No,Fruit
265,BROCCOLI  ,8/23/2019,1.5,Yes,No,Yes,No,Vegetable
2464,APPLES GALA,8/23/2019,1.83,Yes,Yes,Yes,Yes,Fruit
2463,APPLES GOLDEN DELICIOUS,8/23/2019,0.89,Yes,Yes,Yes,Yes,Fruit
99,EGGPLANT  ,8/23/2019,0.79,No,Yes,No,No,Vegetable
2462,APPLES GRANNY SMITH,8/23/2019,0.84,Yes,Yes,Yes,Yes,Fruit
2461,APPLES HONEYCRISP,8/23/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2465,APPLES GALA,8/23/2019,1.13,Yes,Yes,Yes,Yes,Fruit
2638,BANANAS  ,8/23/2019,0.43,Yes,Yes,Yes,Yes,Fruit
70,CUCUMBERS  ,8/23/2019,0.69,No,Yes,No,No,Vegetable
136,BEETS  ,8/23/2019,0.5,No,Yes,Yes,Yes,Vegetable
69,CUCUMBERS LONG SEEDLESS,8/23/2019,0.47,No,Yes,No,No,Vegetable
2460,APPLES PINK LADY/CRIPPS PINK,8/23/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2466,APPLES FUJI,8/23/2019,1.13,Yes,Yes,Yes,Yes,Fruit
267,BROCCOLI CROWN CUT,8/23/2019,2.11,Yes,No,Yes,No,Vegetable
266,BROCCOLI  ,8/23/2019,0.87,Yes,No,Yes,No,Vegetable
2637,BANANAS  ,8/23/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2459,APPLES RED DELICIOUS,8/23/2019,0.94,Yes,Yes,Yes,Yes,Fruit
2726,AVOCADOS HASS,8/23/2019,1.25,Yes,Yes,No,Yes,Vegetable
1437,GRAPES WHITE SEEDLESS TYPE,8/23/2019,2.52,No,No,Yes,No,Fruit
1442,GRAPES BLACK SEEDLESS,8/23/2019,2.17,No,No,Yes,No,Fruit
1441,GRAPES BLACK SEEDLESS,8/23/2019,2.5,No,No,Yes,No,Fruit
1440,GRAPES RED SEEDLESS,8/23/2019,1.69,No,No,Yes,No,Fruit
1439,GRAPES RED SEEDLESS,8/23/2019,2.52,No,No,Yes,No,Fruit
988,ASPARAGUS GREEN,8/23/2019,2.97,Yes,No,No,No,Vegetable
1438,GRAPES WHITE SEEDLESS TYPE,8/23/2019,1.75,No,No,Yes,No,Fruit
1172,LIMES  ,8/23/2019,0.5,Yes,Yes,Yes,Yes,Fruit
451,CAULIFLOWER  ,8/23/2019,0.96,No,No,Yes,No,Vegetable
1604,PEACHES VARIOUS WHITE FLESH VARIETIES,8/23/2019,1.91,No,Yes,No,No,Fruit
1110,ORANGES VALENCIA,8/23/2019,0.46,No,No,No,Yes,Fruit
1109,ORANGES NAVEL,8/23/2019,0.71,No,No,No,Yes,Fruit
526,CABBAGE ROUND GREEN TYPE,8/23/2019,0.99,Yes,No,Yes,Yes,Vegetable
377,CARROTS  ,8/23/2019,0.39,Yes,Yes,Yes,Yes,Vegetable
885,"TOMATOES VINE RIPES, ON THE VINE",8/23/2019,1.95,No,Yes,No,No,Fruit
886,"TOMATOES VINE RIPES, ON THE VINE",8/23/2019,2.34,No,Yes,No,No,Fruit
1683,PLUMS INTERSPECIFIC TYPE,8/23/2019,1.31,No,Yes,No,No,Fruit
1605,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/23/2019,1.58,No,Yes,No,No,Fruit
1524,GRAPEFRUIT RED,8/23/2019,0.33,No,No,No,Yes,Fruit
1606,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/23/2019,2.78,No,Yes,No,No,Fruit
882,TOMATOES VINE RIPES,8/23/2019,1.88,No,Yes,No,No,Fruit
883,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/23/2019,4.23,No,Yes,No,No,Fruit
639,TOMATILLOS  ,8/23/2019,0.5,No,Yes,No,No,Fruit
1958,PEARS BOSC,8/23/2019,1.29,No,No,Yes,Yes,Fruit
884,TOMATOES  ,8/23/2019,0.94,No,Yes,No,No,Fruit
527,CABBAGE ROUND GREEN TYPE,8/23/2019,0.35,Yes,No,Yes,Yes,Vegetable
1957,PEARS BARTLETT,8/23/2019,1.99,No,No,Yes,Yes,Fruit
1956,PEARS BARTLETT,8/23/2019,1.1,No,No,Yes,Yes,Fruit
1681,PLUMS  ,8/23/2019,1.99,No,Yes,No,No,Fruit
1682,PLUMS  ,8/23/2019,0.86,No,Yes,No,No,Fruit
326,BRUSSELS SPROUTS  ,8/23/2019,1.77,No,No,Yes,Yes,Vegetable
1226,LEMONS  ,8/23/2019,0.76,Yes,Yes,Yes,Yes,Fruit
888,TOMATOES  ,8/30/2019,2.81,No,Yes,No,No,Fruit
891,TOMATOES VINE RIPES,8/30/2019,2.92,No,Yes,No,No,Fruit
892,"TOMATOES VINE RIPES, ON THE VINE",8/30/2019,1.55,No,Yes,No,No,Fruit
887,TOMATOES  ,8/30/2019,1.73,No,Yes,No,No,Fruit
889,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/30/2019,3.99,No,Yes,No,No,Fruit
890,TOMATOES VINE RIPES,8/30/2019,0.59,No,Yes,No,No,Fruit
1760,PINEAPPLES  ,8/30/2019,0.79,Yes,No,Yes,Yes,Fruit
894,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,8/30/2019,2.93,No,Yes,No,No,Fruit
1607,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/30/2019,1.9,No,Yes,No,No,Fruit
270,BROCCOLI  ,8/30/2019,1.99,Yes,No,Yes,No,Vegetable
269,BROCCOLI CROWN CUT,8/30/2019,1.11,Yes,No,Yes,No,Vegetable
268,BROCCOLI CROWN CUT,8/30/2019,1.99,Yes,No,Yes,No,Vegetable
72,CUCUMBERS  ,8/30/2019,0.91,No,Yes,No,No,Vegetable
271,BROCCOLI  ,8/30/2019,0.76,Yes,No,Yes,No,Vegetable
2467,APPLES HONEYCRISP,8/30/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2468,APPLES PINK LADY/CRIPPS PINK,8/30/2019,0.48,Yes,Yes,Yes,Yes,Fruit
2469,APPLES GRANNY SMITH,8/30/2019,0.8,Yes,Yes,Yes,Yes,Fruit
2470,APPLES GALA,8/30/2019,2.46,Yes,Yes,Yes,Yes,Fruit
1448,GRAPES WHITE SEEDLESS TYPE,8/30/2019,2.4,No,No,Yes,No,Fruit
1447,GRAPES WHITE SEEDLESS TYPE,8/30/2019,1.5,No,No,Yes,No,Fruit
1446,GRAPES RED SEEDLESS,8/30/2019,2.4,No,No,Yes,No,Fruit
1608,PEACHES VARIOUS WHITE FLESH VARIETIES,8/30/2019,1.53,No,Yes,No,No,Fruit
1445,GRAPES RED SEEDLESS,8/30/2019,1.58,No,No,Yes,No,Fruit
893,"TOMATOES VINE RIPES, ON THE VINE",8/30/2019,1.62,No,Yes,No,No,Fruit
1609,PEACHES VARIOUS WHITE FLESH VARIETIES,8/30/2019,1.99,No,Yes,No,No,Fruit
1111,ORANGES VALENCIA,8/30/2019,0.42,No,No,No,Yes,Fruit
989,ASPARAGUS GREEN,8/30/2019,2.84,Yes,No,No,No,Vegetable
1525,GRAPEFRUIT RED,8/30/2019,0.4,No,No,No,Yes,Fruit
1961,PEARS BARTLETT,8/30/2019,1.28,No,No,Yes,Yes,Fruit
1960,PEARS BARTLETT,8/30/2019,1.99,No,No,Yes,Yes,Fruit
1959,PEARS BOSC,8/30/2019,1.0,No,No,Yes,Yes,Fruit
1227,LEMONS  ,8/30/2019,0.72,Yes,Yes,Yes,Yes,Fruit
378,CARROTS  ,8/30/2019,0.42,Yes,Yes,Yes,Yes,Vegetable
1174,LIMES  ,8/30/2019,3.49,Yes,Yes,Yes,Yes,Fruit
1173,LIMES  ,8/30/2019,0.57,Yes,Yes,Yes,Yes,Fruit
1684,PLUMS  ,8/30/2019,1.4,No,Yes,No,No,Fruit
452,CAULIFLOWER  ,8/30/2019,2.01,No,No,Yes,No,Vegetable
453,CAULIFLOWER  ,8/30/2019,0.57,No,No,Yes,No,Vegetable
1610,PEACHES VARIOUS YELLOW FLESH VARIETIES,8/30/2019,1.56,No,Yes,No,No,Fruit
1686,PLUMS INTERSPECIFIC TYPE,8/30/2019,1.89,No,Yes,No,No,Fruit
1685,PLUMS  ,8/30/2019,1.77,No,Yes,No,No,Fruit
528,CABBAGE ROUND GREEN TYPE,8/30/2019,0.31,Yes,No,Yes,Yes,Vegetable
2471,APPLES FUJI,8/30/2019,0.68,Yes,Yes,Yes,Yes,Fruit
100,EGGPLANT  ,8/30/2019,1.49,No,Yes,No,No,Vegetable
640,TOMATILLOS  ,8/30/2019,0.49,No,Yes,No,No,Fruit
2472,APPLES FUJI,8/30/2019,2.09,Yes,Yes,Yes,Yes,Fruit
1444,GRAPES BLACK SEEDLESS,8/30/2019,2.01,No,No,Yes,No,Fruit
2640,BANANAS  ,8/30/2019,0.45,Yes,Yes,Yes,Yes,Fruit
2684,MUSHROOMS WHITE,8/30/2019,3.79,Yes,No,Yes,No,Vegetable
2685,MUSHROOMS PORTOBELLA,8/30/2019,4.99,Yes,No,Yes,No,Vegetable
1112,ORANGES NAVEL,8/30/2019,1.1,No,No,No,Yes,Fruit
2473,APPLES GALA,8/30/2019,1.3,Yes,Yes,Yes,Yes,Fruit
2639,BANANAS  ,8/30/2019,0.98,Yes,Yes,Yes,Yes,Fruit
1443,GRAPES BLACK SEEDLESS,8/30/2019,2.06,No,No,Yes,No,Fruit
71,CUCUMBERS LONG SEEDLESS,8/30/2019,0.33,No,Yes,No,No,Vegetable
2642,BANANAS  ,8/9/2019,0.88,Yes,Yes,Yes,Yes,Fruit
74,CUCUMBERS LONG SEEDLESS,8/9/2019,0.49,No,Yes,No,No,Vegetable
272,BROCCOLI  ,8/9/2019,0.99,Yes,No,Yes,No,Vegetable
73,CUCUMBERS  ,8/9/2019,0.79,No,Yes,No,No,Vegetable
2641,BANANAS  ,8/9/2019,0.48,Yes,Yes,Yes,Yes,Fruit
274,BROCCOLI CROWN CUT,8/9/2019,1.2,Yes,No,Yes,No,Vegetable
1453,GRAPES WHITE SEEDLESS TYPE,8/9/2019,1.48,No,No,Yes,No,Fruit
1964,PEARS BOSC,8/9/2019,0.69,No,No,Yes,Yes,Fruit
1963,PEARS BARTLETT,8/9/2019,1.54,No,No,Yes,Yes,Fruit
1962,PEARS BARTLETT,8/9/2019,1.45,No,No,Yes,Yes,Fruit
1228,LEMONS  ,8/9/2019,0.71,Yes,Yes,Yes,Yes,Fruit
2560,CHERRIES RED VARIETIES,8/9/2019,4.12,No,Yes,No,No,Fruit
1175,LIMES  ,8/9/2019,0.6,Yes,Yes,Yes,Yes,Fruit
273,BROCCOLI  ,8/9/2019,1.35,Yes,No,Yes,No,Vegetable
1454,GRAPES WHITE SEEDLESS TYPE,8/9/2019,2.69,No,No,Yes,No,Fruit
1115,ORANGES VALENCIA,8/9/2019,1.85,No,No,No,Yes,Fruit
1113,ORANGES NAVEL,8/9/2019,0.85,No,No,No,Yes,Fruit
101,EGGPLANT  ,8/9/2019,0.69,No,Yes,No,No,Vegetable
1526,GRAPEFRUIT RED,8/9/2019,0.33,No,No,No,Yes,Fruit
1449,GRAPES BLACK SEEDLESS,8/9/2019,1.38,No,No,Yes,No,Fruit
1450,GRAPES BLACK SEEDLESS,8/9/2019,2.45,No,No,Yes,No,Fruit
1451,GRAPES RED SEEDLESS,8/9/2019,1.48,No,No,Yes,No,Fruit
1452,GRAPES RED SEEDLESS,8/9/2019,2.69,No,No,Yes,No,Fruit
1114,ORANGES VALENCIA,8/9/2019,0.5,No,No,No,Yes,Fruit
990,ASPARAGUS GREEN,8/9/2019,4.46,Yes,No,No,No,Vegetable
2476,APPLES GALA,8/9/2019,1.48,Yes,Yes,Yes,Yes,Fruit
895,"TOMATOES VINE RIPES, ON THE VINE",8/9/2019,2.4,No,Yes,No,No,Fruit
1611,PEACHES VARIOUS WHITE FLESH VARIETIES,8/9/2019,2.34,No,Yes,No,No,Fruit
1688,PLUMS  ,8/9/2019,2.1,No,Yes,No,No,Fruit
1689,PLUMS INTERSPECIFIC TYPE,8/9/2019,2.48,No,Yes,No,No,Fruit
529,CABBAGE ROUND GREEN TYPE,8/9/2019,0.33,Yes,No,Yes,Yes,Vegetable
2474,APPLES FUJI,8/9/2019,1.48,Yes,Yes,Yes,Yes,Fruit
